identifier,canonical_smiles,standard_inchi_key,name_coconut,iupac_name_coconut,molecular_formula,mw_coconut,alogp,tpsa_coconut,hba_coconut,hbd_coconut,rot_bonds_coconut,qed_drug_likeliness,lipinski_violations,aromatic_rings,frac_csp3,np_likeness_num,np_classifier_pathway,np_classifier_superclass,np_classifier_class,chemical_class,chemical_superclass,direct_parent,organisms,collections,contains_sugar,contains_ring_sugars,dois,source_database,is_african_np,lipinski_pass,inchikey_14,npass_np_id,in_npass,p_active,african_rank
CNP0346515.0,O=C(O)CCCCCCC(=O)CCCCCCCCO,UKHUVHVFVNSLLE-UHFFFAOYSA-N,,16-hydroxy-8-oxo-hexadecanoic acid,C16H30O4,286.41,3.7,74.6,3,2,15,0.45,0,0,0.88,0.75,Fatty acids,Fatty Acids and Conjugates,Oxo fatty acids,Fatty Acyls,Lipids and lipid-like molecules,Long-chain fatty acids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,UKHUVHVFVNSLLE,,False,0.3552289585825324,50
CNP0286261.0,O=C(CCc1ccccc1)c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1ccccc1O2,IWPNHPPGEPHKBZ-UHFFFAOYSA-N,Chamuvaritin,"1-[1,3-dihydroxy-4-[(2-hydroxyphenyl)methyl]-9~{H}-xanthen-2-yl]-3-phenyl-propan-1-one",C29H24O5,452.51,5.91,86.99,5,3,6,0.28,1,4,0.14,0.91,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,Diarylheptanoids,Phenylpropanoids and polyketides,Linear diarylheptanoids,Anabasis brevifolia|Athroisma gracile|Pentanema indicum|Rinodina lepida|Uvaria angolensis|Uvaria chamae|Uvaria lucida|Uvaria species|Uvaria tanzaniae|Vibrio cholerae,ANPDB|AfroDB|KNApSaCK|Latin America dataset|NANPDB (Natural Products from Northern African Sources)|NPASS|NPEdia|Super Natural II|UNPD (Universal Natural Products Database)|ZINC NP,f,f,10.1021/jo00020a030|10.1055/s-2006-960113,COCONUT,True,True,IWPNHPPGEPHKBZ,NPC95435,True,0.3551688316268946,51
CNP0232429.1,C[C@H]1C[C@@H]2[C@@H](C(=O)O)C[C@]34C[C@]35CC[C@@H]3C(C)(C)[C@H](O)[C@@H](O)C[C@]3(C)[C@H]5CC=C4[C@H]2C[C@@]1(C)O,DHZLIPNQYOKGEE-JAZBPSGVSA-N,,"(1~{S},3~{S},5~{S},6~{S},8~{S},9~{R},11~{S},15~{R},16~{R},18~{S},19~{S},21~{S})-9,18,19-trihydroxy-8,9,16,20,20-pentamethyl-hexacyclo[13.8.0.0^{1,3}.0^{3,12}.0^{6,11}.0^{16,21}]tricos-12-ene-5-carboxylic acid",C29H44O5,472.67,4.4,97.99,4,4,1,0.42,0,0,0.9,3.23,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Organooxygen compounds,Organic oxygen compounds,Tertiary alcohols,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,DHZLIPNQYOKGEE,,False,0.35501123917500427,52
CNP0177974.4,CC(C)=CCC/C(=C/CC/C(C)=C/CC[C@@]1(C)C=Cc2cc(O)cc(C)c2O1)C(=O)O,QKXAGRZCXAYBQX-UATDQJHISA-N,(S)-Sargachromenol,"(2~{Z},6~{E})-9-[(2~{S})-6-hydroxy-2,8-dimethyl-chromen-2-yl]-6-methyl-2-(4-methylpent-3-enyl)nona-2,6-dienoic acid",C27H36O4,424.58,7.13,66.76,3,2,10,0.31,1,1,0.44,2.83,Terpenoids,Meroterpenoids,Merosesquiterpenoids,Prenol lipids,Lipids and lipid-like molecules,Sesquiterpenoids,Botryllus tuberatus,AfroDB|NPASS|ZINC NP,f,f,,COCONUT,True,True,QKXAGRZCXAYBQX,NPC169774,True,0.35422953651698197,53
CNP0346251.1,CC1(C)[C@H](O)CC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2CC/C=C1/C(=O)OC[C@@H]1O,JHCLIWLPZLCCIP-JIFUFXAYSA-N,,"(3~{E},4~{R})-3-[3-[(1~{R},2~{R},4~{a}~{S},6~{R},8~{a}~{S})-6-hydroxy-5,5,8~{a}-trimethyl-spiro[decalin-2,2'-oxirane]-1-yl]propylidene]-4-hydroxy-tetrahydrofuran-2-one",C21H32O5,364.48,2.59,79.29,5,2,3,0.46,0,0,0.86,3.42,Terpenoids,Diterpenoids,Labdane diterpenoids,Lactones,Organoheterocyclic compounds,Gamma butyrolactones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,JHCLIWLPZLCCIP,,False,0.35382811571599165,54
CNP0299272.5,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,FSLPMRQHCOLESF-WYWZMYMISA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{b}~{S},8~{a}~{R},11~{R},12~{S},12~{a}~{S},14~{a}~{R},14~{b}~{R})-4,4,6~{a},6~{b},8~{a},11,12,14~{b}-octamethyl-2,3,4~{a},5,6,7,8,9,10,11,12,12~{a},14,14~{a}-tetradecahydro-1~{H}-picen-3-ol",C30H50O,426.73,8.02,20.23,1,1,0,0.39,1,0,0.93,3.25,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"Taraxastane, ursane, and bauerane triterpenoids",Aaptos aaptos|Acacia pulchella|Acacia sparsiflora|Achyranthes bidentata|Aconitum nevadense|Agave shawii|Alaria crispa|Alseodaphne corneri|Ambrosia grayi|Anatheca montagnei|Ania latifolia|Annona impressivenia|Arenaria juncea|Aspergillus unguis|Astrantia major|Aulacocephalus temmincki|Baeomyces roseus|Bersama yangambiensis|Bitis arietans|Camellia sasanqua|Carpinus cordata|Cassia javanica subsp. nodosa|Castanopsis sclerophylla|Conocephalum japonicum|Convallaria keiskei|Cordylanthus kingii|Crinipellis scabella|Croton cumingii|Cystophora scalaris|Dirca occidentalis|Disynaphia halimifolia|Doodia picta|Drypetes littoralis|Edgeworthia gardneri|Eragrostis viscosa|Eucalyptus regnans|Eunicella cavolinii|Euphorbia iberica|Evasterias troschelii|Evodiopanax innovans|Forsteronia refracta|Fridericia chica|Garcinia lateriflora|Grewia mollis|Grindelia perennis|Gymnocarpium robertianum|Heliotropium floridum|Heterotheca grandiflora|Hopea jucunda|Hovenia acerba|Juglans nigra|Kaempferia marginata|Kaunia saltensis|Khaya grandifoliola|Lecidea speirodes|Mangifera indica|Micromonas pusilla|Myrtus tomentosa|Narcissus concolor|Nauclea officinalis|Oncoba echinata|Ophiolepis superba|Pachybasium candidum|Papilio phorcas|Parabenzoin trilobum|Pinna nobilis|Plumbago pulchella|Plumeria alba|Polycephalomyces nipponicus|Polygala ruwenzoriensis|Raputia simulans|Rhizobium etli|Rosa hybrid cultivar|Rubrivivax gelatinosus|Rumex conglomeratus|Ruta pinnata|Salvia dorrii|Sarcotragus spinosulus|Senecio desfontainei|Silene inflata|Sophora angustifolia|Stevia polycephala|Streptomyces parvisporogenes|Syzygium jambos|Teucrium depressum|Thesium humile|Thymus piperella|Tilia vulgaris|Trichilia rubescens|Vouacapoua macropetala|Werneria decora,AfroDB|CMAUP (cCollective molecular activities of useful plants)|NPASS|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,FSLPMRQHCOLESF,NPC545618,True,0.35373979482045337,55
CNP0167288.1,COC(=O)C(C(=O)OC)[C@H]1C(C)(C)[C@H](O)[C@@H]2C(=O)[C@@]1(C)[C@@H]1CC[C@]3(C)C(=C21)CC(=O)O[C@H]3c1ccoc1,QLAWTTLLJHMDFW-JIPTWWIASA-N,,"dimethyl 2-[(1~{R},7~{R},8~{R},11~{R},12~{S},13~{S},15~{R})-7-(3-furyl)-15-hydroxy-8,12,14,14-tetramethyl-5,16-dioxo-6-oxatetracyclo[10.3.1.0^{2,11}.0^{3,8}]hexadec-2-en-13-yl]propanedioate",C28H34O9,514.57,3.16,129.34,9,1,4,0.28,1,1,0.64,2.42,Terpenoids,Triterpenoids,Limonoids,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,QLAWTTLLJHMDFW,,False,0.35283716176276253,56
CNP0262580.1,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@@H]5[C@](C)([C@H](O)CC[C@]5(C)O)[C@H]4CC[C@@]3(C)[C@@H]2C1,QCEOICZPCFVZBE-BXTACUASSA-N,,"(4~{a}~{S},6~{a}~{S},6~{b}~{R},8~{a}~{R},9~{S},12~{R},12~{a}~{R},14~{a}~{S},14~{b}~{S})-9,12-dihydroxy-2,2,6~{b},9,12~{a},14~{a}-hexamethyl-1,3,4,5,6~{a},7,8,8~{a},10,11,12,13,14,14~{b}-tetradecahydropicene-4~{a}-carboxylic acid",C29H46O4,458.68,5.96,77.76,3,3,1,0.42,1,0,0.9,2.96,Terpenoids,Triterpenoids,Taraxerane triterpenoids,Organooxygen compounds,Organic oxygen compounds,Tertiary alcohols,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,QCEOICZPCFVZBE,,False,0.3508783928580072,57
CNP0346452.1,C=C(CCO)C(=O)[C@@H]1C[C@@H]2C(=C)C(=O)O[C@@H]2/C=C(/C=O)CC/C=C\1C,ZNQBXCCAMXIRHG-PAVCNGPDSA-N,,"(3~{a}~{R},5~{R},6~{E},10~{Z},11~{a}~{R})-5-(4-hydroxy-2-methylene-butanoyl)-6-methyl-3-methylene-2-oxo-3~{a},4,5,8,9,11~{a}-hexahydrocyclodeca[b]furan-10-carbaldehyde",C20H24O5,344.41,2.46,80.67,5,1,5,0.36,0,0,0.45,2.51,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids,Prenol lipids,Lipids and lipid-like molecules,Germacranolides and derivatives,,AfroDB,f,f,,COCONUT,True,True,ZNQBXCCAMXIRHG,,False,0.35082818446666425,58
CNP0346385.1,CC1(C)CC(=O)[C@@]23CC[C@]4(C)[C@@](CC[C@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@@H]6CC[C@]54C)(OC2)[C@@H]3C1,VLJAAUKSUVEGGV-ZGAVCGJESA-N,,"(1~{R},4~{S},5~{R},8~{R},10~{S},13~{R},14~{S},17~{S},18~{R})-10-hydroxy-4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[15.5.2.0^{1,18}.0^{4,17}.0^{5,14}.0^{8,13}]tetracosan-22-one",C30H48O3,456.71,6.56,46.53,3,1,0,0.45,1,0,0.97,3.04,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"13,28-epoxyoleananes",,AfroDB|ZINC NP,f,f,,COCONUT,True,True,VLJAAUKSUVEGGV,,False,0.3490336341245092,59
CNP0361077.1,CC(C)[C@@]1(C)[C@@H](OC(=O)C=Cc2ccccc2)[C@H]2C[C@@H](C)C[C@H]2CC(C)(C)[C@@H]1O,DLCVIGMQJYOGNC-GWPMURQDSA-N,,"[(2~{S},3~{a}~{S},4~{S},5~{R},6~{S},8~{a}~{S})-6-hydroxy-5-isopropyl-2,5,7,7-tetramethyl-1,2,3,3~{a},4,6,8,8~{a}-octahydroazulen-4-yl] 3-phenylprop-2-enoate",C26H38O3,398.59,5.73,46.53,3,1,4,0.52,1,1,0.65,1.97,Terpenoids,Diterpenoids,Pimarane and Isopimarane diterpenoids,Cinnamic acids and derivatives,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,,AfroDB,f,f,,COCONUT,True,True,DLCVIGMQJYOGNC,,False,0.3490186163653751,60
CNP0320794.1,CC(C)[C@](C=O)(CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C)OO,YZHMLJWUGIVIOW-XPJKMUCZSA-N,,"(2~{S},5~{S})-2-hydroperoxy-5-[(3~{S},8~{R},9~{R},10~{S},13~{S},14~{R},17~{R})-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1~{H}-cyclopenta[a]phenanthren-17-yl]-2-isopropyl-hexanal",C28H46O4,446.67,6.43,66.76,4,2,7,0.2,1,0,0.89,2.93,Terpenoids,Steroids,Cholestane steroids,Steroids and steroid derivatives,Lipids and lipid-like molecules,"Bile acids, alcohols and derivatives",,AfroDB,f,f,,COCONUT,True,True,YZHMLJWUGIVIOW,,False,0.3487058715176891,61
CNP0330111.1,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(C)(C)C(=O)C(O)=C[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CLQYBFXSSUULDU-RTPQXMTNSA-N,,"(5~{S},8~{R},9~{S},10~{R},13~{R},14~{S},17~{R})-17-[(1~{R})-1,5-dimethyl-4-methylene-hexyl]-2-hydroxy-4,4,10,13,14-pentamethyl-5,6,7,8,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",C31H50O2,454.74,8.53,37.3,2,1,5,0.42,1,0,0.84,2.95,Terpenoids,Triterpenoids,,Steroids and steroid derivatives,Lipids and lipid-like molecules,Oxosteroids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,CLQYBFXSSUULDU,,False,0.3485723276327141,62
CNP0220113.3,CC1(C)[C@@H](O)CC[C@]2(C)[C@H](C/C=C3\C(=O)OC[C@@H]3O)[C@]3(CC[C@@H]12)CO3,RAQQINDVFHKETO-KPDLBEQNSA-N,,"(3~{Z},4~{R})-3-[2-[(1~{S},2~{R},4~{a}~{R},6~{S},8~{a}~{S})-6-hydroxy-5,5,8~{a}-trimethyl-spiro[decalin-2,2'-oxirane]-1-yl]ethylidene]-4-hydroxy-tetrahydrofuran-2-one",C20H30O5,350.46,2.2,79.29,5,2,2,0.45,0,0,0.85,3.44,Terpenoids,Diterpenoids,Labdane diterpenoids,Lactones,Organoheterocyclic compounds,Gamma butyrolactones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,RAQQINDVFHKETO,NPC537253,True,0.3478929347464699,63
CNP0362107.6,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,JFSHUTJDVKUMTJ-BBXTWPCCSA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{b}~{S},8~{a}~{R},12~{a}~{S},14~{a}~{R},14~{b}~{R})-4,4,6~{a},6~{b},8~{a},11,11,14~{b}-octamethyl-1,2,3,4~{a},5,6,7,8,9,10,12,12~{a},14,14~{a}-tetradecahydropicen-3-ol",C30H50O,426.73,8.17,20.23,1,1,0,0.39,1,0,0.93,3.29,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Oleanane triterpenoids,Aaptos aaptos|Aconitum nevadense|Albatrellus cristatus|Alkanna cappadocica|Alseodaphne corneri|Annona impressivenia|Armoracia rusticana|Artemisia dentata|Aspergillus unguis|Atalantia racemosa|Aulacocephalus temmincki|Bersama yangambiensis|Buddleja cordata|Buphane fischeri|Castanopsis sclerophylla|Conocephalum japonicum|Cordylanthus kingii|Crambe tatarica|Crinipellis scabella|Croton cumingii|Cystophora scalaris|Diospyros eriantha|Disynaphia halimifolia|Doodia picta|Eragrostis viscosa|Eunicella cavolinii|Forsteronia refracta|Fridericia chica|Fritillaria ningguoensis|Grewia mollis|Gymnocarpium robertianum|Heliotropium floridum|Heterotheca grandiflora|Hoffmannia strigillosa|Hovenia acerba|Humulus lupulus|Juglans nigra|Juniperus rigida var. conferta|Kaempferia marginata|Kaunia saltensis|Lemaireocereus griseus|Mangifera indica|Meliosma simplicifolia|Millettia erythrocalyx|Mycobacterium leprae|Narcissus concolor|Nauclea officinalis|Negombata magnifica|Oncoba echinata|Ononis vaginalis|Ophiolepis superba|Papilio phorcas|Parabenzoin trilobum|Polycephalomyces nipponicus|Prorocentrum micans|Pteris semipinnata|Quercus myrsinifolia|Rapanea lancifolia|Rhizoprionodon acutus|Rubrivivax gelatinosus|Ruta pinnata|Salvia dorrii|Salvia hispanica|Scorzonera pseudodivaricata|Sophora angustifolia|Stevia polycephala|Streptomyces parvisporogenes|Syncarpia hillii|Teucrium depressum|Thymus piperella|Trichilia rubescens|Xenoacremonium recifei,AfroDB|CMAUP (cCollective molecular activities of useful plants)|NPASS|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|ZINC NP,f,f,,COCONUT,True,True,JFSHUTJDVKUMTJ,NPC543929,True,0.34669176646325145,64
CNP0169966.0,COc1c(Cc2ccccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,KDEMELRYKGOXDL-UHFFFAOYSA-N,diuvaretin,"1-[2,4-dihydroxy-3,5-bis[(2-hydroxyphenyl)methyl]-6-methoxy-phenyl]-3-phenyl-propan-1-one",C30H28O6,484.55,5.51,107.22,6,4,9,0.23,1,4,0.17,0.82,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,Diarylheptanoids,Phenylpropanoids and polyketides,Linear diarylheptanoids,Anabasis brevifolia|Astragalus eupeplus|Astragalus microcephalus|Athroisma gracile|Australostichopus mollis|Cyclamen africanum|Libocedrus bidwillii|Monanthotaxis trichocarpa|Parmelia latissima|Pentanema indicum|Rinodina lepida|Senecio morrisonensis|Swertia cincta|Trichodesma zeylanicum|Uvaria acuminata|Uvaria angolensis|Uvaria chamae|Uvaria kirkii|Uvaria leptocladon|Vibrio cholerae|Xylopia africana,ANPDB|AfroDB|AnalytiCon Discovery NPs|CMAUP (cCollective molecular activities of useful plants)|ChEBI NPs|ChemSpider NPs|KNApSaCK|Latin America dataset|NANPDB (Natural Products from Northern African Sources)|NPACT|NPASS|NPEdia|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|TCMID (Traditional Chinese Medicine Integrated Database)|UNPD (Universal Natural Products Database)|ZINC NP,f,f,10.1016/S0031-9422(00)95109-4|10.1021/acs.jnatprod.9b00363|10.1021/jo00428a006|10.1248/cpb.52.138,COCONUT,True,True,KDEMELRYKGOXDL,NPC26238,True,0.3445210318085917,65
CNP0309710.3,CC(C)C1=CC2=CC=C3C(C)(C)C[C@@H](OC(=O)c4ccc(O)cc4)C[C@]3(C)C2=C(O)C1=O,SYLIIAGUDJOQLG-WINIVTDRSA-N,,"[(3~{R},4~{a}~{S})-5-hydroxy-7-isopropyl-1,1,4~{a}-trimethyl-6-oxo-3,4-dihydro-2~{H}-phenanthren-3-yl] 4-hydroxybenzoate",C27H30O5,434.53,5.59,83.83,5,2,3,0.61,1,1,0.41,2.12,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,SYLIIAGUDJOQLG,,False,0.34445174061354505,66
CNP0329551.1,CC1(C)CC(=O)[C@@]23CC[C@]4(C)[C@@](CC[C@H]5[C@@]6(C)CCC(=O)C(C)(C)[C@@H]6CC[C@]54C)(OC2)[C@@H]3C1,UHRBHIDTMJJREC-REXARYLYSA-N,,"(1~{R},4~{S},5~{R},8~{R},13~{R},14~{S},17~{S},18~{R})-4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[15.5.2.0^{1,18}.0^{4,17}.0^{5,14}.0^{8,13}]tetracosane-10,22-dione",C30H46O3,454.7,6.77,43.37,3,0,0,0.41,1,0,0.93,2.96,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"13,28-epoxyoleananes",,AfroDB|ZINC NP,f,f,,COCONUT,True,True,UHRBHIDTMJJREC,,False,0.3443780876123194,67
CNP0211238.1,COc1ccc2c(c1O)-c1c(OCO)c(OCO)cc3c1[C@H](C2)N(C)CC3,INGKEJDOVCNOPJ-ZDUSSCGKSA-N,,"(6~{a}~{S})-1,2-bis(hydroxymethoxy)-10-methoxy-6-methyl-5,6,6~{a},7-tetrahydro-4~{H}-dibenzo[de,g]quinolin-11-ol",C20H23NO6,373.41,1.81,91.62,7,3,5,0.69,0,2,0.4,1.89,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,Aporphines,Alkaloids and derivatives,Aporphines,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,INGKEJDOVCNOPJ,,False,0.3433072199454622,68
CNP0200644.7,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,DBCAVZSSFGIHQZ-GVAAALDMSA-N,,"(4~{a}~{R},6~{a}~{R},6~{a}~{S},8~{a}~{S},12~{a}~{R},14~{a}~{R},14~{b}~{R})-4,4,6~{a},6~{a},8~{a},11,11,14~{b}-octamethyl-2,4~{a},5,6,8,9,10,12,12~{a},13,14,14~{a}-dodecahydro-1~{H}-picen-3-one",C30H48O,424.71,8.38,17.07,1,0,0,0.36,1,0,0.9,2.98,Terpenoids,Triterpenoids,Taraxerane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Scalarane sesterterpenoids,,AfroDB|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,DBCAVZSSFGIHQZ,NPC130444,True,0.3427771663571685,69
CNP0284027.1,C=C(C)[C@@H](O)CCc1cc(C(=O)/C=C/c2ccc(O)c(CC/C(C)=C/C)c2)c(O)cc1O,BRRHACVRCUYDLI-CMVNNEBQSA-N,,"(~{E})-1-[2,4-dihydroxy-5-[(3~{S})-3-hydroxy-4-methyl-pent-4-enyl]phenyl]-3-[4-hydroxy-3-[(~{E})-3-methylpent-3-enyl]phenyl]prop-2-en-1-one",C27H32O5,436.55,5.47,97.99,5,4,10,0.22,1,2,0.3,1.64,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Linear 1,3-diarylpropanoids",Phenylpropanoids and polyketides,Cinnamylphenols,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,BRRHACVRCUYDLI,,False,0.34242319770452645,70
CNP0346281.1,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@]12C,YHXXNDOLRAINOS-OLSIUMKUSA-N,,"(1~{S},3~{a}~{S},5~{a}~{S},5~{b}~{R},7~{a}~{S},9~{S},11~{a}~{R},11~{b}~{S},13~{a}~{R},13~{b}~{S})-9-hydroxy-1-isopropenyl-5~{a},5~{b},8,8,11~{a},13~{b}-hexamethyl-2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a}-tetradecahydro-1~{H}-cyclopenta[a]chrysene-3~{a}-carboxylic acid",C31H50O3,470.74,7.48,57.53,2,2,2,0.41,1,0,0.9,2.62,Terpenoids,Triterpenoids,Lupane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Oxosteroids,,AfroDB,f,f,,COCONUT,True,True,YHXXNDOLRAINOS,,False,0.34225521149556976,71
CNP0205047.1,CC(C)C1=CC2=CC=C3[C@@](C)(COC(=O)c4ccc(O)cc4)CCC[C@]3(C)C2=C(O)C1=O,HPEFOINJABTGSR-SXOMAYOGSA-N,,"[(1~{S},4~{a}~{S})-5-hydroxy-7-isopropyl-1,4~{a}-dimethyl-6-oxo-3,4-dihydro-2~{H}-phenanthren-1-yl]methyl 4-hydroxybenzoate",C27H30O5,434.53,5.59,83.83,5,2,4,0.6,1,1,0.41,2.13,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|AfroMalariaDB|ChemSpider NPs|Latin America dataset|SANCDB|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,HPEFOINJABTGSR,,False,0.3410590220807744,72
CNP0341387.1,CC(C)=CC(=O)OC[C@@]1(C)CCC[C@@]2(C)C1=CC=C1C=C(C(C)C)C(=O)C(O)=C12,UZURPRBJKYMPJJ-RPBOFIJWSA-N,,"[(1~{S},4~{a}~{S})-5-hydroxy-7-isopropyl-1,4~{a}-dimethyl-6-oxo-3,4-dihydro-2~{H}-phenanthren-1-yl]methyl 3-methylbut-2-enoate",C25H32O4,396.53,5.54,63.6,4,1,4,0.5,1,0,0.52,2.6,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|AfroMalariaDB|ChemSpider NPs|Latin America dataset|SANCDB|ZINC NP,f,f,,COCONUT,True,True,UZURPRBJKYMPJJ,,False,0.3410267777911708,73
CNP0346475.1,CC(C)[C@@](C)(O)[C@@H]1C2=CC[C@@H]3[C@@]4(C)C[C@H](O)[C@H](O)C(C)(C)[C@H]4CC[C@@]3(C)[C@]2(C)CC[C@]1(C)C(=O)O,JGUGPBSHMGKBTJ-NFHAMTCJSA-N,,"(1~{R},2~{S},4~{a}~{S},4~{b}~{R},6~{a}~{S},8~{R},9~{S},10~{a}~{R},10~{b}~{R})-8,9-dihydroxy-1-[(1~{R})-1-hydroxy-1,2-dimethyl-propyl]-2,4~{a},4~{b},7,7,10~{a}-hexamethyl-3,4,5,6,6~{a},8,9,10,10~{b},11-decahydro-1~{H}-chrysene-2-carboxylic acid",C30H50O5,490.73,5.42,97.99,4,4,3,0.4,1,0,0.9,2.98,Terpenoids,Triterpenoids,Dammarane and Protostane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,18-hydroxysteroids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,JGUGPBSHMGKBTJ,,False,0.3403204741048097,74
CNP0420173.1,C=C1CC[C@@]2(C(C)=O)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,COZIVVOWIJOTOP-BAODWMKVSA-N,,"(6~{a}~{S},6~{b}~{S},8~{a}~{R},12~{a}~{S},14~{a}~{R})-8~{a}-acetyl-3-hydroxy-4,6~{a},6~{b},14~{a}-tetramethyl-11-methylene-7,8,9,10,12,12~{a},13,14-octahydropicen-2-one",C29H36O3,432.6,6.73,54.37,3,1,1,0.47,1,0,0.59,3.44,Terpenoids,Triterpenoids,,Organooxygen compounds,Organic oxygen compounds,Cyclic ketones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,COZIVVOWIJOTOP,,False,0.33949122766229467,75
CNP0228214.4,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]1CC[C@]13C[C@H](CC[C@@H]12)[C@@](O)(CO)C3,JRMZVZSBORMZSD-FDMURRQVSA-N,,"(1~{R},4~{R},6~{S},9~{S},10~{S},13~{S},14~{R})-14-(hydroxymethyl)-5,5,9-trimethyl-tetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadecane-6,14-diol",C20H34O3,322.49,3.11,60.69,3,3,1,0.69,0,0,1.0,3.6,Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Kaurane diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,JRMZVZSBORMZSD,NPC115957,True,0.3392814627952144,76
